number,title,author,created_at,merged_at,additions,deletions,changed_files,commits,comments,review_comments,num_files,label,matched_fix,author_past_prs,author_past_bugs,author_past_bug_rate,is_first_pr
7238,Bump actions/download-artifact from 7.0.0 to 8.0.0,dependabot[bot],2026-03-02 18:43:44+00:00,2026-03-02 20:45:20+00:00,2,2,1,1,0,0,1,0,,39,8.0,0.20512820512820512,0
7239,Increase chardet limit again to prepare for 7.0.0 release,dan-blanchard,2026-03-02 23:00:26+00:00,2026-03-03 18:46:41+00:00,3,3,2,1,4,0,2,1,Fix unintended test extra (#7306),1,0.0,0.0,0
6960,docs: clarify Quickstart POST example (fixes #6949),E8Price,2025-06-02 21:54:56+00:00,2026-03-03 19:59:47+00:00,3,1,1,2,0,0,1,0,,0,0.0,0.0,1
7244,docs: hide Response.is_permanent_redirect from API reference,mitre88,2026-03-05 19:55:58+00:00,2026-03-05 20:14:30+00:00,1,0,1,1,0,0,1,0,,0,0.0,0.0,1
7270,Bump github/codeql-action from 4.32.0 to 4.33.0,dependabot[bot],2026-03-16 17:38:51+00:00,2026-03-19 18:44:23+00:00,3,3,1,1,2,0,1,0,,40,8.0,0.2,0
7290,Bump github/codeql-action from 4.33.0 to 4.34.1,dependabot[bot],2026-03-23 17:26:07+00:00,2026-03-23 17:43:09+00:00,3,3,1,1,0,0,1,0,,41,8.0,0.1951219512195122,0
6553,docs(socks): same block as other sections,magsen,2023-10-18 13:00:02+00:00,2026-03-25 01:26:47+00:00,1,3,1,1,6,0,1,1,docs: Fix missing hook output in docs example (#7421),0,0.0,0.0,1
7227,docs: fix FAQ grammar in httplib2 example,Rohan5commit,2026-02-27 09:31:45+00:00,2026-03-25 01:36:48+00:00,1,1,1,1,0,1,1,0,,0,0.0,0.0,1
7292,Remove unused extraction call,nateprewitt,2026-03-25 05:10:22+00:00,2026-03-25 05:15:21+00:00,2,2,2,1,0,0,2,1,Fix remaining typos (#7395),98,43.0,0.4387755102040816,0
7293,Move badges to top of README,nateprewitt,2026-03-25 05:11:20+00:00,2026-03-25 05:18:39+00:00,5,4,1,1,0,0,1,0,,99,44.0,0.4444444444444444,0
7294,v2.33.0,nateprewitt,2026-03-25 15:00:58+00:00,2026-03-25 15:06:17+00:00,30,1,2,1,0,0,2,0,,100,44.0,0.44,0
7277,Packaging: DRY out extras definition,ferdnyc,2026-03-21 00:29:01+00:00,2026-03-30 04:07:31+00:00,1,1,1,1,0,0,1,1,Improve static typing of 3rd party imports  (#7496),0,0.0,0.0,1
7305,Cleanup extracted file after extract_zipped_path test,nateprewitt,2026-03-29 21:54:27+00:00,2026-03-30 15:21:39+00:00,6,3,1,1,0,0,1,1,Fix malformed value parsing for Content-Type (#7309),101,44.0,0.43564356435643564,0
7306,"Fix unintended ""test"" extra",nateprewitt,2026-03-30 04:13:52+00:00,2026-03-30 15:23:01+00:00,5,1,1,1,0,0,1,1,Improve static typing of 3rd party imports  (#7496),102,45.0,0.4411764705882353,0
7308,Fix cosmetic header validity parsing regex,nateprewitt,2026-03-30 15:12:38+00:00,2026-03-30 15:24:49+00:00,9,4,2,1,0,0,2,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),103,46.0,0.44660194174757284,0
7309,Fix malformed value parsing for Content-Type,nateprewitt,2026-03-30 15:12:53+00:00,2026-03-30 15:27:35+00:00,10,13,2,1,0,0,2,0,,104,47.0,0.4519230769230769,0
7311,v2.33.1,nateprewitt,2026-03-30 16:01:49+00:00,2026-03-30 16:07:00+00:00,12,3,2,1,0,0,2,0,,105,47.0,0.44761904761904764,0
7312,Bump github/codeql-action from 4.34.1 to 4.35.1,dependabot[bot],2026-03-30 18:25:43+00:00,2026-03-30 18:33:03+00:00,3,3,1,1,0,0,1,0,,42,8.0,0.19047619047619047,0
7314,Add Zizmor workflow and make initial updates,nateprewitt,2026-03-31 22:25:39+00:00,2026-04-01 02:28:16+00:00,40,2,6,1,1,0,6,0,,106,47.0,0.44339622641509435,0
7328,Prevent Response self-reference in redirect history,nateprewitt,2026-04-05 02:27:21+00:00,2026-04-05 15:31:02+00:00,9,2,2,1,0,0,2,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),107,47.0,0.4392523364485981,0
7354,Cleanup docs and add i18n wrappers,nateprewitt,2026-04-10 21:34:10+00:00,2026-04-11 19:39:24+00:00,49,328,6,1,1,0,6,0,,108,48.0,0.4444444444444444,0
7348,Update pre-commit versions,nateprewitt,2026-04-09 02:10:21+00:00,2026-04-12 00:05:37+00:00,17,6,2,3,0,0,2,0,,109,48.0,0.44036697247706424,0
7360,Don't hide navigation on mobile webpage,nateprewitt,2026-04-14 17:26:46+00:00,2026-04-14 17:58:29+00:00,0,1,1,1,0,0,1,0,,110,48.0,0.43636363636363634,0
7364,Move pytest pin to support 9.x series,nateprewitt,2026-04-15 02:52:30+00:00,2026-04-15 03:04:47+00:00,1,1,1,1,0,0,1,0,,111,48.0,0.43243243243243246,0
7310,Move DigestAuth hash algorithms to use usedforsecurity=False,nateprewitt,2026-03-30 15:46:26+00:00,2026-04-15 14:56:38+00:00,5,5,1,1,0,4,1,0,,112,48.0,0.42857142857142855,0
7365,"Clarify decode_unicode behaviour in iter_{content,lines} docstrings",cjriches,2026-04-15 09:47:32+00:00,2026-04-15 15:06:46+00:00,7,2,1,1,0,0,1,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),0,0.0,0.0,1
7366,Update README and remove extraneous images,nateprewitt,2026-04-15 18:25:28+00:00,2026-04-15 18:30:58+00:00,2,5,6,1,0,0,6,0,,113,48.0,0.4247787610619469,0
7371,Fix typo discovered by codespell,cclauss,2026-04-18 19:51:30+00:00,2026-04-19 18:34:20+00:00,1,1,1,1,1,0,1,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),1,0.0,0.0,0
7376,Consider urllib3 version has 3 numbers at most (#7375),dsanader,2026-04-20 13:24:54+00:00,2026-04-20 16:24:32+00:00,1,1,1,1,0,0,1,1,Improve static typing of 3rd party imports  (#7496),0,0.0,0.0,1
7378,Bump pypa/gh-action-pypi-publish from 1.13.0 to 1.14.0,dependabot[bot],2026-04-20 19:19:35+00:00,2026-04-20 19:32:32+00:00,2,2,1,1,0,0,1,0,,43,8.0,0.18604651162790697,0
7386,Update index.rst to match README info,nateprewitt,2026-04-23 20:44:37+00:00,2026-04-23 20:53:48+00:00,16,12,1,1,0,0,1,0,,114,48.0,0.42105263157894735,0
7387,Create groups for GHA and pre-commit dependabot PRs,nateprewitt,2026-04-24 03:45:47+00:00,2026-04-24 10:52:02+00:00,8,0,1,1,0,0,1,0,,115,48.0,0.41739130434782606,0
7390,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.9 to 0.15.11 in the pre-commit group,dependabot[bot],2026-04-24 10:52:54+00:00,2026-04-24 14:19:25+00:00,1,1,1,1,0,0,1,0,,44,8.0,0.18181818181818182,0
7393,Ruff rule UP038 has been removed,DimitriPapadopoulos,2026-04-26 14:42:00+00:00,2026-04-27 15:08:18+00:00,1,1,1,1,0,0,1,1,Improve static typing of 3rd party imports  (#7496),0,0.0,0.0,1
7395,Fix typos,DimitriPapadopoulos,2026-04-26 14:53:55+00:00,2026-04-30 14:35:13+00:00,2,2,2,1,1,0,2,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),1,1.0,1.0,0
7401,Add tests for hasattr/getattr usage on LookupDict,nateprewitt,2026-04-30 02:51:46+00:00,2026-04-30 17:05:38+00:00,13,0,1,1,0,0,1,0,,116,48.0,0.41379310344827586,0
7272,Add inline types to Requests,nateprewitt,2026-03-18 01:01:09+00:00,2026-05-03 19:38:48+00:00,1308,525,20,21,3,36,20,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),117,48.0,0.41025641025641024,0
7408,v2.34.0.dev1,nateprewitt,2026-05-03 19:46:22+00:00,2026-05-03 19:51:27+00:00,17,2,2,1,0,0,2,0,,118,49.0,0.4152542372881356,0
7411,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.11 to 0.15.12 in the pre-commit group,dependabot[bot],2026-05-04 21:31:45+00:00,2026-05-04 21:42:07+00:00,1,1,1,1,0,0,1,0,,45,8.0,0.17777777777777778,0
7416,docs: update stale Sphinx link in contributing guide,joshua-51,2026-05-07 21:29:15+00:00,2026-05-07 22:27:47+00:00,8,8,5,2,1,0,5,0,,0,0.0,0.0,1
7419,Add 3.14t support to CI,nateprewitt,2026-05-08 18:57:33+00:00,2026-05-08 20:18:00+00:00,2,1,2,1,0,0,2,1,Improve static typing of 3rd party imports  (#7496),119,49.0,0.4117647058823529,0
7421,docs: Fix missing hook output in hook example,eggsort,2026-05-09 09:39:16+00:00,2026-05-09 18:51:50+00:00,1,0,1,1,0,0,1,0,,0,0.0,0.0,1
7315,Preserve leading slashes in request path_url,typhon8,2026-03-31 22:38:22+00:00,2026-05-10 21:41:25+00:00,2,4,2,2,1,0,2,0,,0,0.0,0.0,1
7423,Clear *_PROXY env vars during test runs,nateprewitt,2026-05-10 21:24:53+00:00,2026-05-11 02:05:15+00:00,9,0,1,1,0,0,1,0,,120,50.0,0.4166666666666667,0
7422,Formalize 3.15 support,nateprewitt,2026-05-10 20:01:09+00:00,2026-05-11 02:05:35+00:00,1,1,2,1,0,0,2,1,Improve static typing of 3rd party imports  (#7496),121,50.0,0.4132231404958678,0
7425,sessions: fix hooks type,bastimeyer,2026-05-11 14:54:28+00:00,2026-05-11 16:14:13+00:00,2,2,2,1,1,0,2,1,Fix mutability issues with headers input types (#7431),0,0.0,0.0,1
7426,Parameterize SupportsItems to handle Mapping key invariance,nateprewitt,2026-05-11 16:31:48+00:00,2026-05-11 17:33:18+00:00,9,7,2,1,0,0,2,1,Fix mutability issues with headers input types (#7431),122,51.0,0.4180327868852459,0
7427,Port bpo-39057 to Requests,nateprewitt,2026-05-11 16:43:07+00:00,2026-05-11 19:24:21+00:00,27,2,2,1,0,0,2,0,,123,52.0,0.42276422764227645,0
7429,Align Session.get parameters with requests.get,nateprewitt,2026-05-11 17:37:12+00:00,2026-05-11 19:24:34+00:00,9,2,1,1,0,0,1,1,Fix mutability issues with headers input types (#7431),124,52.0,0.41935483870967744,0
7428,v2.34.0,nateprewitt,2026-05-11 16:58:05+00:00,2026-05-11 19:24:57+00:00,22,7,2,2,1,0,2,0,,125,53.0,0.424,0
7433,Fix `prepare_body` stream detection for `__getattr__`-based file wrappers,k223kim,2026-05-12 13:46:08+00:00,2026-05-12 17:51:02+00:00,18,3,2,3,5,1,2,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),0,0.0,0.0,1
7437,Constrain Response.reason to str,nateprewitt,2026-05-12 17:19:32+00:00,2026-05-13 14:42:43+00:00,2,2,1,1,0,0,1,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),126,53.0,0.42063492063492064,0
7436,Update JsonType containers to read-based collections,nateprewitt,2026-05-12 16:53:40+00:00,2026-05-13 14:43:17+00:00,8,2,1,2,0,3,1,1,Fix mutability issues with headers input types (#7431),127,54.0,0.4251968503937008,0
7431,Fix mutability issues with headers input types,nateprewitt,2026-05-11 20:37:26+00:00,2026-05-13 19:16:50+00:00,6,6,3,1,3,3,3,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),128,55.0,0.4296875,0
7440,v2.34.1,nateprewitt,2026-05-13 15:19:49+00:00,2026-05-13 19:17:24+00:00,16,2,2,1,0,0,2,0,,129,56.0,0.43410852713178294,0
7441,Move Request.headers back to Mapping,nateprewitt,2026-05-13 21:23:44+00:00,2026-05-14 16:16:26+00:00,2,3,2,1,0,0,2,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),130,56.0,0.4307692307692308,0
7445,v2.34.2,nateprewitt,2026-05-14 16:33:15+00:00,2026-05-14 19:21:53+00:00,10,2,2,1,0,0,2,0,,131,57.0,0.4351145038167939,0
7460,docs: indent continuation line in Session.get :param params:,aldbr,2026-05-18 08:53:23+00:00,2026-05-18 15:02:36+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
7490,Add AI Policy,sigmavirus24,2026-05-31 12:33:53+00:00,2026-05-31 13:35:05+00:00,94,1,2,1,0,0,2,0,,12,7.0,0.5833333333333334,0
7492,Bump github/codeql-action from 4.35.1 to 4.36.0 in the actions group,dependabot[bot],2026-06-03 00:27:12+00:00,2026-06-03 00:44:54+00:00,3,3,1,1,0,0,1,0,,46,8.0,0.17391304347826086,0
7493,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.12 to 0.15.14 in the pre-commit group,dependabot[bot],2026-06-03 00:38:13+00:00,2026-06-03 00:45:34+00:00,1,1,1,1,0,0,1,0,,47,8.0,0.1702127659574468,0
7496,Improve static typing of 3rd party imports ,jorenham,2026-06-04 14:37:56+00:00,2026-06-04 17:20:34+00:00,19,14,5,3,1,2,5,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),0,0.0,0.0,1
7498,Add type annotation for `Request.hooks`,jorenham,2026-06-04 19:50:10+00:00,2026-06-04 21:43:21+00:00,1,0,1,1,0,0,1,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),1,1.0,1.0,0
7503,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.14 to 0.15.15 in the pre-commit group,dependabot[bot],2026-06-08 16:55:11+00:00,2026-06-08 17:04:24+00:00,1,1,1,1,0,0,1,0,,48,8.0,0.16666666666666666,0
7497,Disable commonly ignored Pyright linting rules,jorenham,2026-06-04 19:16:53+00:00,2026-06-08 17:33:26+00:00,36,29,10,6,2,0,10,1,Fix `_encode_files` detection for `__getattr__`-based file wrappers (#7502),2,2.0,1.0,0
7502,Fix `_encode_files` detection for `__getattr__`-based file wrappers,LoicPernod,2026-06-08 09:49:14+00:00,2026-06-08 20:52:51+00:00,14,1,2,1,1,5,2,0,,0,0.0,0.0,1
7505,Add hasattr checks for remaining protocol isinstance checks,nateprewitt,2026-06-08 22:33:15+00:00,2026-06-09 15:45:59+00:00,24,7,3,1,0,0,3,0,,132,57.0,0.4318181818181818,0
7515,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.15 to 0.15.16 in the pre-commit group,dependabot[bot],2026-06-15 16:55:51+00:00,2026-06-15 18:12:28+00:00,1,1,1,1,0,0,1,0,,49,8.0,0.16326530612244897,0
7539,Inline pre-commit linting,nateprewitt,2026-06-24 21:45:29+00:00,2026-06-24 22:40:13+00:00,6,1,2,2,0,1,2,0,,133,57.0,0.42857142857142855,0
7536,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.16 to 0.15.17 in the pre-commit group,dependabot[bot],2026-06-22 16:54:42+00:00,2026-06-24 22:40:30+00:00,1,1,1,1,4,0,1,0,,50,8.0,0.16,0
7540,Bump actions/checkout from 6.0.2 to 7.0.0 in the actions group,dependabot[bot],2026-06-24 22:41:17+00:00,2026-06-24 22:47:15+00:00,8,8,6,1,0,0,6,0,,51,8.0,0.1568627450980392,0
7551,Bump https://github.com/astral-sh/ruff-pre-commit from v0.15.17 to 0.15.18 in the pre-commit group,dependabot[bot],2026-06-29 16:54:51+00:00,2026-06-29 17:37:19+00:00,1,1,1,1,0,0,1,0,,52,8.0,0.15384615384615385,0
